EBCI,1.8375602796614301E-16,0.002855274715390032
EVRA,1.8469449244797248E-16,0.0028548875219845753
SVMI,1.7400595315736273E-16,0.0028591233278786733
LDZA,2.36764797869774E-16,0.0028374799214257343
LJLJ,1.930935755301457E-16,0.0028517051914731806
SGAS,1.685060358145612E-16,0.0028613569508493036
EGLL,1.97029427276287E-16,0.0028503108274369215
EETN,2.1275841526256512E-16,0.002844948410405391
LMML,2.000536365671174E-16,0.0028492800464937373
SBBR,2.073902986120546E-16,0.00284676883264502
LFPG,2.272797237788184E-16,0.00284027618019593
LKPR,2.440990202798826E-16,0.002835342090143934
UMMS,2.1745175617724158E-16,0.0028433937824977914
ENGM,2.1927938869754415E-16,0.0028426870995995474
SEQM,2.130745796538396E-16,0.0028448445106431116
EFHK,2.228475467351416E-16,0.0028417187804098795
EIDW,1.9456889668786622E-16,0.0028512241852444195
ESKN,2.1195254440923043E-16,0.0028451914804226534
SCEL,1.913297107534232E-16,0.0028524296972261137
LIRA,2.4156048672252244E-16,0.0028361046924698617
LOWW,2.209317705444415E-16,0.002842302601433639
LPPT,2.0391937619264543E-16,0.002847927259746034
SKBO,2.194029377073287E-16,0.002842778634198608
EPMO,1.8928827308671313E-16,0.0028531359298224267
SUAA,2.0371192441620897E-16,0.0028479840453021097
LATI,1.825752824860338E-16,0.002855730387161925
LGAV,2.2338157754040926E-16,0.0028414951794520733
BIKF,2.1513747171093053E-16,0.00284414872939701
LEMD,2.1825796127166796E-16,0.0028431615476868324
ELLX,1.459615870701074E-16,0.002871460544650931
SPIM,1.799399105956244E-16,0.0028567303827291787
EDDI,1.9567412357781536E-16,0.0028508104139778707
SABE,1.9558570879249685E-16,0.0028508397074234783
LHBP,2.4374449938908163E-16,0.002835369012001423
EKCH,1.7513287279024922E-16,0.002858657553334695
SLLP,1.971527428966131E-16,0.0028503742103858742
LSZB,1.8728943037295067E-16,0.002853942851585993
LZIB,2.2453951714878116E-16,0.0028411123290517414
LBSF,1.6985946094023166E-16,0.002860746653093322
EHAM,1.7787685441266919E-16,0.002857594985365048
